Loyalty#,Income,Months_Enrolled,Total_Flights,Total_Flights_With_Companions,Total_DistanceKM,Total_Points_Redeemed,Flights_Variance,Recency,Winter_Flights_Ratio,Spring_Flights_Ratio,Summer_Flights_Ratio,Autumn_Flights_Ratio,merged_labels,pca_1,pca_2,pca_3
238119,0.602414458747162,0.9097222222222221,0.4540229885057471,0.37142857142857144,0.3924748626124983,0.09294919475253036,0.7420136908157444,0.0,0.20253164556962025,0.23628691983122363,0.33755274261603374,0.22362869198312235,0,-0.3997564737579543,0.2276996929529067,0.18179137035173915
730388,0.0,0.9930555555555555,0.4003831417624521,0.3857142857142857,0.5097870695724706,0.0,0.5302506627294388,0.0,0.14832535885167464,0.22488038277511962,0.37799043062200954,0.24880382775119617,1,-0.3401757065926124,-0.372258168661648,0.17715367732280224
834891,0.3082685710284954,0.45138888888888884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.156988820163052,-0.07836698141294585,0.320395280665883
127400,0.0,0.8194444444444444,0.2624521072796935,0.21428571428571427,0.3868438659687398,0.1499088139197893,0.48239525892121443,0.02,0.2846715328467153,0.0948905109489051,0.32116788321167883,0.29927007299270075,1,-0.14630611959068718,-0.3749449710571559,-0.029919839331258524
324557,0.0,0.9305555555555556,0.30268199233716475,0.2571428571428571,0.3472491279021679,0.18731622744912224,0.3334601001457819,0.0,0.12025316455696203,0.25316455696202533,0.34177215189873417,0.2848101265822785,1,-0.15342755224739058,-0.3735788337769943,0.060523611935501875
742002,0.0,0.6597222222222222,0.26053639846743293,0.25,0.2581426795179,0.08049719830079836,0.4268238575141028,0.01,0.22058823529411764,0.4117647058823529,0.10294117647058823,0.2647058823529412,1,-0.044338774864954966,-0.37751082953375487,-0.07786738728840253
536567,0.6668867084746102,0.6597222222222222,0.48659003831417624,0.35,0.41270449153452404,0.17954383084385234,0.6513912657666223,0.0,0.2440944881889764,0.16141732283464566,0.33858267716535434,0.2559055118110236,0,-0.3253886336512668,0.2906874164937405,0.053954009469509956
704835,0.6668867084746102,0.6319444444444444,0.3505747126436781,0.37142857142857144,0.33837520196591475,0.34139039947400424,0.4887335995436393,0.03,0.22950819672131148,0.2459016393442623,0.31693989071038253,0.20765027322404372,0,-0.20530798643548798,0.2888228506443695,0.05465257083955727
733338,0.6668867084746102,0.5,0.036398467432950186,0.049999999999999996,0.046434302951406076,0.0,0.09753121632756545,0.23,1.0,0.0,0.0,0.0,4,0.5294579131847764,0.2802916621186913,-0.34534729138403664
758635,0.6668867084746102,0.4861111111111111,0.05938697318007662,0.049999999999999996,0.03302310642103634,0.0,0.20211383659757876,0.0,0.45161290322580644,0.0,0.12903225806451613,0.41935483870967744,4,0.3304405949934402,0.2890454838742864,-0.5099569723552928
823048,0.6668867084746102,0.4930555555555555,0.1053639846743295,0.05714285714285714,0.14127310744897437,0.0,0.34967040628763396,0.01,0.0,0.0,0.6545454545454545,0.34545454545454546,0,0.13937080135566504,0.29342513373384305,-0.25588645984600256
612905,0.0,0.7638888888888888,0.3486590038314176,0.4857142857142857,0.29233438412504165,0.16309911458591603,0.4574380427204157,0.0,0.23076923076923078,0.25274725274725274,0.14285714285714285,0.37362637362637363,1,-0.19989021421788367,-0.3755668443539066,-0.02338393011962453
679908,0.6245686680469289,0.7222222222222222,0.3639846743295019,0.2571428571428571,0.4102127697823325,0.2168998201990483,0.4677695379349686,0.0,0.29473684210526313,0.26842105263157895,0.2,0.23684210526315788,0,-0.18798690119597505,0.24747044785073424,0.006339640855428597
704150,0.6245686680469289,0.7916666666666666,0.34674329501915707,0.35714285714285715,0.37480695084993265,0.1954706322051237,0.47174684667554023,0.0,0.2596685082872928,0.24861878453038674,0.27071823204419887,0.22099447513812154,0,-0.22209358283264147,0.24825673367831969,0.05909886617544652
869743,0.5649073323931547,0.5,0.18582375478927202,0.12142857142857143,0.18854056611558673,0.0,0.43561830512771754,0.17,0.15463917525773196,0.36082474226804123,0.4845360824742268,0.0,0,0.127143624147102,0.18502161574369502,0.05071983926846174
596179,0.2593192706614257,0.8402777777777777,0.4386973180076628,0.3,0.2984753336471653,0.0,0.550088736768714,0.01,0.2096069868995633,0.3799126637554585,0.14847161572052403,0.26200873362445415,1,-0.2079874680698356,-0.11630994113166587,0.060116192506539934
370450,0.20923975555355517,0.9513888888888888,0.38697318007662834,0.5285714285714286,0.483288739947842,0.3846124178361075,0.5525131520567915,0.0,0.32673267326732675,0.19306930693069307,0.22277227722772278,0.25742574257425743,1,-0.4144938594664339,-0.16671120819653554,0.18274315223464005
501030,0.8424500655124474,0.5902777777777777,0.2567049808429119,0.17857142857142858,0.25171161241974793,0.0,0.3463903150155289,0.01,0.14925373134328357,0.23880597014925373,0.2835820895522388,0.3283582089552239,0,0.038583818930717384,0.46699257109336323,-0.165693629257677
878633,0.19248657244876527,0.861111111111111,0.4329501915708812,0.37142857142857144,0.491282750941902,0.0,0.6350383469607657,0.0,0.1902654867256637,0.33185840707964603,0.3274336283185841,0.1504424778761062,1,-0.3588249704478442,-0.18239229168367813,0.19142839117067473
285938,0.6003240615716987,0.798611111111111,0.36590038314176243,0.5142857142857142,0.37431401871267933,0.09217783214047616,0.5109177917221271,0.02,0.3193717277486911,0.1518324607329843,0.27225130890052357,0.25654450261780104,0,-0.25252250512808483,0.22452379833324854,0.05587110303326309
588237,0.6003240615716987,0.8680555555555556,0.3333333333333333,0.22142857142857142,0.34148148721881,0.4301779092767374,0.500285225328009,0.02,0.04597701149425287,0.3103448275862069,0.26436781609195403,0.3793103448275862,0,-0.23419249653619612,0.22560987029366764,0.09411806260921612
645280,0.6003240615716987,0.9444444444444444,0.41570881226053635,0.3214285714285714,0.3696319761969717,0.2220367278797997,0.621204918552323,0.02,0.15668202764976957,0.14285714285714285,0.4470046082949309,0.2534562211981567,0,-0.34139688391366085,0.2263959045170051,0.17625934933528759
864324,0.6003240615716987,0.4861111111111111,0.39846743295019155,0.3857142857142857,0.4006739830991691,0.3341120422559785,0.5671547188945933,0.01,0.2403846153846154,0.12980769230769232,0.4423076923076923,0.1875,0,-0.2664171623039001,0.222226685753116,0.0243916297083846
124678,0.1837849191346356,0.9027777777777777,0.4348659003831417,0.3071428571428571,0.3660025422102427,0.07809495473754387,0.5947115868595014,0.01,0.07488986784140969,0.31718061674008813,0.4008810572687225,0.20704845814977973,1,-0.3113780082289196,-0.19011308220905807,0.187512122859189
186015,0.1837849191346356,0.7152777777777777,0.3563218390804598,0.36428571428571427,0.30051600575989534,0.2297191321803299,0.7022247575584711,0.0,0.34408602150537637,0.06989247311827956,0.2956989247311828,0.2903225806451613,1,-0.2855431611669724,-0.19309914699574743,-0.01228454267514073
461108,0.1837849191346356,0.4583333333333333,0.011494252873563218,0.0,0.02293688298020555,0.0,0.010838562464346831,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,0.47047451964843207,-0.19161508634424343,-0.6725293118201819
589580,0.1837849191346356,0.7222222222222222,0.4693486590038314,0.3357142857142857,0.36184747331401196,0.2751285145209012,0.6660803701590926,0.0,0.30612244897959184,0.2693877551020408,0.34285714285714286,0.08163265306122448,1,-0.3516876030172372,-0.19473597376930435,0.15629053671042775
623688,0.1837849191346356,0.6597222222222222,0.4521072796934866,0.4928571428571428,0.3079818956687856,0.36524386996295627,0.5206872252608973,0.01,0.19915254237288135,0.3305084745762712,0.2288135593220339,0.24152542372881355,1,-0.29601487601612186,-0.1941577370778952,0.09747911922925528
751616,0.1837849191346356,0.5,0.16666666666666666,0.19285714285714284,0.23042555008310045,0.16620476738825804,0.28451226468910434,0.15,0.14942528735632185,0.25287356321839083,0.3793103448275862,0.21839080459770116,2,0.14654173957500427,-0.1945202167598519,-0.06637750187480657
256147,0.0,0.9652777777777777,0.4348659003831417,0.5857142857142857,0.46571214733000516,0.08933113678646663,0.6558122583507636,0.02,0.11013215859030837,0.28634361233480177,0.4801762114537445,0.12334801762114538,1,-0.4705465643312866,-0.3738847945206598,0.33718001440874595
329382,0.0,0.9722222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.0420630524814285,-0.38334503629130223,0.519670392724014
140392,0.8871785639271462,0.8958333333333333,0.31417624521072796,0.42142857142857143,0.26093647161375466,0.256386239625632,0.4203587500792292,0.01,0.07317073170731707,0.25609756097560976,0.29878048780487804,0.3719512195121951,0,-0.20310723992118873,0.5133066952455779,0.07154353293379784
541008,0.3810323961552695,0.5,0.09961685823754789,0.17142857142857143,0.08433203488027965,0.0,0.3096913228116879,0.0,0.28846153846153844,0.07692307692307693,0.40384615384615385,0.23076923076923078,2,0.165422837133947,0.003642808404418274,-0.28489081556426543
230908,0.2347846090757244,0.9930555555555555,0.4559386973180076,0.15,0.4538050870787809,0.0,0.6897267022766167,0.0,0.23109243697478993,0.23949579831932774,0.27310924369747897,0.25630252100840334,1,-0.32598866709008945,-0.13879971237210673,0.1289037758265667
972581,0.1461877756773787,0.6805555555555556,0.2796934865900383,0.2785714285714286,0.27668639447059235,0.2607756602037499,0.3809976548139696,0.0,0.1506849315068493,0.2602739726027397,0.3767123287671233,0.21232876712328766,1,-0.11596566543869902,-0.23033559949166235,-0.00013792971055803793
357549,0.6082855742591092,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.2025618851449948,0.22035411737627653,0.2441715643261378
157729,0.7245276602554486,0.5069444444444444,0.1111111111111111,0.09285714285714286,0.09145875305476883,0.0,0.3916460670596437,0.0,0.27586206896551724,0.3793103448275862,0.25862068965517243,0.08620689655172414,0,0.1415933699715245,0.3445394051777334,-0.17852370199112866
910875,0.7245276602554486,0.9513888888888888,0.2547892720306513,0.17857142857142858,0.33075669911986516,0.07133267583853545,0.4436046143119732,0.0,0.3684210526315789,0.3383458646616541,0.24060150375939848,0.05263157894736842,0,-0.12994275624373652,0.3470953055150857,0.09241088778637546
501704,0.0,0.9097222222222221,0.29885057471264365,0.2785714285714286,0.3156221047408597,0.5805679065402367,0.5688643761191662,0.01,0.20512820512820512,0.40384615384615385,0.12179487179487179,0.2692307692307692,1,-0.29593851727733733,-0.37793046277338493,0.14940661883256162
529098,0.0,0.5416666666666666,0.18582375478927202,0.20714285714285713,0.1727836628424504,0.3149510276570228,0.40823667363884125,0.01,0.31958762886597936,0.08247422680412371,0.29896907216494845,0.29896907216494845,2,0.007488314711947774,-0.3783404343487507,-0.2015461641227012
265297,0.3910843060181435,0.25,0.07279693486590037,0.02142857142857143,0.04478749843777327,0.0,0.23039868162515054,0.0,0.2631578947368421,0.0,0.3684210526315789,0.3684210526315789,2,0.3313559010789267,0.01348017486501285,-0.5092093729897792
567875,0.9643132195117072,0.5763888888888888,0.1264367816091954,0.12142857142857143,0.23172945359883015,0.0,0.20821448944666288,0.0,0.22727272727272727,0.16666666666666666,0.4696969696969697,0.13636363636363635,0,0.1385676933257768,0.5876446784663893,-0.17091571811094003
688524,0.983516868204959,0.923611111111111,0.24137931034482757,0.25,0.25627852587759853,0.7418671750313596,0.36679977181973755,0.0,0.5952380952380952,0.11904761904761904,0.12698412698412698,0.15873015873015872,0,-0.1709945877387119,0.6023687288534537,0.027275371637868195
269070,0.17223272421760136,0.9375,0.40996168582375475,0.42142857142857143,0.5181522857181926,0.29210400171903667,0.3661659377574951,0.0,0.2336448598130841,0.2897196261682243,0.24766355140186916,0.22897196261682243,1,-0.31197316182765655,-0.20275904993542754,0.17042674776134809
387705,0.17223272421760136,0.9166666666666666,0.3908045977011494,0.3142857142857143,0.4098882282355162,0.18505172720944882,0.49501694574007576,0.01,0.16666666666666666,0.19607843137254902,0.21568627450980393,0.4215686274509804,1,-0.25337134189072097,-0.20093119280599875,0.040935283306507586
923293,0.7502125403826727,0.6527777777777777,0.4291187739463601,0.41428571428571426,0.4429790351324353,0.17633165653794095,0.5546048044621917,0.0,0.2767857142857143,0.13839285714285715,0.41964285714285715,0.16517857142857142,0,-0.3007383824959129,0.37358407542277483,0.07743344232511856
283314,0.5497444514457748,0.5972222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.126867322860896,0.1639875129386491,0.37769572016480707
322102,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.1445078659854104,-0.3862920026125612,0.3377123837105965
789157,0.0,0.46527777777777773,0.022988505747126436,0.0,0.023721940758449963,0.0,0.0399315459212778,0.01,0.0,0.0,0.0,1.0,3,0.4579361290527358,-0.37054758638461716,-0.7260714273531526
654748,0.4621878156849802,0.5,0.15134099616858238,0.11428571428571428,0.15828323450306944,0.0,0.3169645686759206,0.12,0.3037974683544304,0.0,0.11392405063291139,0.5822784810126582,3,0.26178663598839985,0.08622420817942456,-0.3963279325882333
984713,0.0,0.4722222222222222,0.028735632183908046,0.06428571428571428,0.025953761531193522,0.08360101452549262,0.08371363377067881,0.01,0.0,0.0,0.0,1.0,3,0.4003277117535972,-0.37093331710409394,-0.6876883695940735
114835,0.19785759294265912,0.5625,0.24329501915708812,0.20714285714285713,0.33500911135571254,0.0,0.4215471889459339,0.0,0.25984251968503935,0.1732283464566929,0.11811023622047244,0.44881889763779526,2,0.002676619010021697,-0.1775921078624293,-0.2566504430432209
328936,0.2899250857662956,0.7569444444444444,0.4348659003831417,0.5357142857142857,0.3450631101350003,0.251662561915624,0.6090353045572668,0.0,0.13656387665198239,0.18061674008810572,0.40969162995594716,0.27312775330396477,1,-0.3723860752039426,-0.08512918023365568,0.1345452635285374
845864,0.15415929026515038,0.9166666666666666,0.37739463601532564,0.35714285714285715,0.42838365400696454,0.31040366140119857,0.6307842018724206,0.0,0.1319796954314721,0.467005076142132,0.350253807106599,0.050761421319796954,1,-0.40226085188310734,-0.2227711788774195,0.3143078149984592
645265,0.565967533831428,0.923611111111111,0.2911877394636015,0.25,0.4523984853835342,0.05412394327913593,0.30998959766450795,0.0,0.32894736842105265,0.11842105263157894,0.25,0.3026315789473684,0,-0.11435522926732045,0.19212258723181252,-0.033640216210521046
223587,0.9330172732819236,0.5555555555555556,0.24521072796934865,0.16428571428571428,0.26683195909973284,0.15828360799352056,0.41693604614311974,0.0,0.3359375,0.0859375,0.203125,0.375,0,0.00883133277435888,0.5559525410466922,-0.2445700019670014
158560,0.3739110430981887,0.6944444444444444,0.2950191570881226,0.34285714285714286,0.3122472168936784,0.43514217865860044,0.4319579134182672,0.0,0.2987012987012987,0.35064935064935066,0.12987012987012986,0.22077922077922077,1,-0.17798212204435926,-0.005309769287725252,0.01867545375722629
417584,0.3739110430981887,0.8263888888888888,0.3390804597701149,0.22142857142857142,0.36019818262471115,0.17538214589405518,0.6153736451796918,0.0,0.1638418079096045,0.1864406779661017,0.3615819209039548,0.288135593220339,1,-0.25249583952010324,-0.0006769707224362764,0.053443010979269956
566033,0.0,0.5347222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.1369751591101176,-0.3860753139124686,0.35109164907923013
957912,0.800702133405347,0.5138888888888888,0.3620689655172414,0.35,0.3592592688214734,0.0,0.5811466058185967,0.0,0.15873015873015872,0.291005291005291,0.31216931216931215,0.23809523809523808,0,-0.17982941671653518,0.4241045261361036,-0.03306159602984943
425854,0.10075914423740512,0.6180555555555556,0.3735632183908046,0.2642857142857143,0.3408308741709202,0.18267519573326282,0.6222190530519108,0.06,0.21025641025641026,0.2564102564102564,0.3641025641025641,0.16923076923076924,1,-0.2023134322804565,-0.27705350770564097,0.07418013230587511
174896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.1445078659854104,-0.3862920026125612,0.3377123837105965
695855,0.0,0.9166666666666666,0.29310344827586204,0.15714285714285714,0.36649643056890685,0.12049234973580832,0.47276098117512827,0.0,0.13725490196078433,0.38562091503267976,0.2549019607843137,0.2222222222222222,1,-0.1720443555487211,-0.37485394362594787,0.08702311019252523
699511,0.0,0.8125,0.2911877394636015,0.3,0.19773501746873084,0.0,0.5694365215186664,0.03,0.17105263157894737,0.23026315789473684,0.27631578947368424,0.3223684210526316,1,-0.1283733288780856,-0.3748112431824953,-0.015297649309722161
377322,0.4184094978045829,0.6597222222222222,0.48659003831417624,0.6642857142857143,0.4160392180824529,0.5048586661671175,0.5875007922925779,0.01,0.09448818897637795,0.2637795275590551,0.43700787401574803,0.2047244094488189,1,-0.47034557207076955,0.0414480462438413,0.24548738359782868
511053,0.4184094978045829,0.7569444444444444,0.26628352490421453,0.08571428571428572,0.33139841930863473,0.21816338562069895,0.3755308360271281,0.0,0.3669064748201439,0.2805755395683453,0.22302158273381295,0.12949640287769784,1,-0.056427538338585936,0.04001947746638951,-0.03368391365736123
890753,0.0,0.548611111111111,0.17624521072796934,0.09285714285714286,0.09005989675294941,0.21233592474439433,0.45914939468847044,0.0,0.3695652173913043,0.15217391304347827,0.2826086956521739,0.1956521739130435,4,0.05511579647557019,-0.379590740342711,-0.2102233541519651
796670,0.21363058981206431,0.8472222222222221,0.450191570881226,0.5214285714285715,0.4618397374827988,0.1714628891937608,0.5527508398301324,0.0,0.2553191489361702,0.26382978723404255,0.32340425531914896,0.1574468085106383,1,-0.3845986555588906,-0.16223614060323768,0.19752724082026968
556136,0.0,0.6041666666666666,0.36015325670498083,0.35714285714285715,0.4965200712308454,0.14764064052482043,0.6219179818723458,0.0,0.14893617021276595,0.19680851063829788,0.48936170212765956,0.16489361702127658,1,-0.3136057561449287,-0.37578676663578636,0.09303989414996344
513081,0.9077724767705865,0.7013888888888888,0.2624521072796935,0.4357142857142857,0.38459617192057743,0.45451072653175173,0.27703302275464287,0.0,0.3284671532846715,0.16058394160583941,0.22627737226277372,0.2846715328467153,0,-0.1485372717773732,0.5301451034402141,-0.02984953812503982
930718,0.21590102119402688,0.7291666666666666,0.41954022988505746,0.2357142857142857,0.47438077252936534,0.1913879200941797,0.5798437717668615,0.0,0.1735159817351598,0.2465753424657534,0.3744292237442922,0.2054794520547945,1,-0.2925898188680932,-0.1596631213218613,0.09784352344486652
235872,0.13332533181304448,0.923611111111111,0.37739463601532564,0.2714285714285714,0.26338937077666885,0.23701218201953753,0.7353108956075298,0.0,0.2639593908629442,0.2182741116751269,0.3604060913705584,0.15736040609137056,1,-0.3384987481285492,-0.24321675192825454,0.15902945143996
