Loyalty#,Customer Lifetime Value
333621,4692.17
270570,4692.66
305171,4697.15
715668,4698.35
197529,4699.03
496325,4700.01
873180,4700.01
630320,4700.58
304944,4703.72
615662,4703.72
887192,4704.18
540497,4705.59
673061,4706.68
534794,4708.2
336341,4709.52
465530,4711.08
600598,4711.85
724720,4713.4
627489,4715.29
264064,4715.47
740762,4719.45
527622,4719.76
984636,4719.76
110691,4722.24
737791,4722.24
219413,4723.82
260685,4726.87
501363,4726.87
982202,4726.87
218529,4727.35
691645,4729.97
881157,4731.37
426185,4731.75
546758,4731.84
270723,4732.22
275387,4732.22
504715,4734.26
380183,4735.18
654817,4737.84
541078,4739.35
555112,4740.2
726732,4740.2
948327,4742.11
384269,4745.18
791852,4745.18
372183,4745.68
481857,4746.76
411523,4747.73
765252,4749.13
539358,4755.19
697837,4755.19
464471,4755.48
410921,4755.72
826304,4758.19
200077,4759.66
597897,4759.66
119408,4760.94
241167,4762.59
159275,4763.33
615439,4763.33
458697,4764.19
620465,4764.19
654578,4764.86
432451,4766.37
251116,4766.65
381786,4766.94
440967,4766.94
368292,4770.26
493677,4770.55
500374,4770.55
850418,4770.55
574560,4770.74
406574,4772.94
532925,4773.66
119837,4774.75
546039,4775.48
950914,4775.48
387129,4776.19
876006,4779.89
230311,4781.82
955991,4782.35
279409,4784.42
293531,4784.77
886127,4784.77
536021,4784.96
687108,4784.96
579005,4786.01
758372,4786.05
436087,4786.89
471460,4786.89
605505,4787.47
745336,4791.08
413185,4792.51
715462,4792.83
739933,4794.12
675106,4794.48
767728,4795.39
244032,4798.24
872408,4801.66
583648,4803.24
250380,4803.78
935504,4803.94
311943,4804.51
811684,4807.85
672103,4811.74
657339,4812.53
433812,4814.35
217284,4815.01
559304,4815.02
290249,4815.85
948815,4821.21
513229,4823.56
501278,4825.5
348299,4827.78
500455,4829.57
277356,4830.91
615394,4831.42
936723,4832.12
158314,4834.71
418090,4834.71
769623,4834.71
685314,4834.8
413282,4835.78
884088,4836.05
445867,4836.39
568286,4837.93
965066,4838.21
105145,4839.11
516329,4847.24
945479,4853.1
363925,4853.53
798216,4854.75
822694,4855.77
747483,4858.07
784838,4858.07
405597,4858.12
502592,4860.91
999143,4861.37
420010,4861.49
416620,4862.91
198424,4863.54
244099,4863.54
814653,4864.53
636505,4865.37
110142,4866.65
685346,4869.24
967634,4869.24
919506,4869.6
272944,4872.02
512906,4872.02
490984,4872.58
812042,4872.77
366719,4873.35
192177,4873.44
273353,4873.44
249555,4876.47
103862,4878.83
121935,4878.83
224402,4878.95
988839,4878.95
416768,4879.71
667767,4880.71
955178,4880.95
534716,4881.3
565041,4881.39
596004,4881.75
340934,4882.29
335839,4882.49
621940,4883.55
308379,4883.81
683791,4884.16
715015,4884.16
835796,4885.16
564201,4889.61
572410,4890.11
306288,4892.44
568111,4892.44
201220,4892.62
533766,4893.29
990933,4893.98
806850,4894.99
613265,4895.81
163608,4896.26
237984,4896.26
288419,4896.27
285738,4896.56
666556,4897.04
698180,4897.04
807589,4898.96
135382,4899.23
444778,4899.23
502534,4901.89
589840,4903.13
551300,4903.15
990204,4903.15
148299,4903.81
412902,4904.89
602694,4904.89
655721,4905.13
205445,4905.32
883349,4908.12
773293,4909.84
957127,4911.0
176611,4911.12
848248,4911.12
162013,4911.46
706628,4911.77
495027,4913.12
731001,4913.12
106001,4914.04
692096,4914.04
544569,4914.73
616220,4914.73
890361,4915.39
778426,4916.37
211083,4916.48
693256,4916.58
343377,4920.49
608739,4920.77
421497,4921.33
268094,4921.75
982608,4921.75
703882,4922.17
821404,4926.28
544561,4927.07
528074,4928.0
709550,4928.0
601448,4929.55
264234,4929.81
989048,4929.81
788460,4930.95
765973,4931.22
831087,4932.88
750776,4935.19
401336,4936.89
936612,4938.21
785836,4938.89
161437,4940.51
654187,4940.51
801821,4941.65
655044,4942.63
223946,4942.87
531286,4944.24
655614,4945.07
101876,4949.53
908729,4949.53
622269,4949.8
929701,4953.36
622171,4956.62
708020,4957.03
919922,4957.16
479872,4960.55
277091,4960.97
386363,4961.41
307233,4965.49
199342,4966.85
810257,4966.85
252341,4967.54
485397,4969.36
799399,4969.36
687748,4971.35
368830,4974.24
249224,4974.8
444684,4974.8
181726,4974.87
164559,4978.95
530978,4980.19
372261,4983.18
738427,4983.18
295929,4984.62
381717,4984.62
437022,4984.62
582861,4984.62
945014,4984.62
809728,4987.64
460207,4988.58
567256,4988.58
543956,4990.34
290599,4991.04
878909,4991.47
941194,4991.54
600820,4992.92
430228,4995.21
646168,4996.55
866302,4996.55
998192,4997.78
189146,4999.35
290517,4999.35
513000,5000.62
917352,5000.62
277910,5004.58
345014,5009.6
398305,5009.6
484194,5009.81
618309,5010.38
160686,5010.92
355995,5010.92
519203,5011.26
306402,5011.75
428590,5012.18
446315,5013.14
576716,5013.14
111646,5015.01
685982,5015.01
166037,5016.14
236593,5016.64
784113,5016.64
896790,5016.83
990595,5016.83
773261,5018.73
756907,5021.15
455287,5021.69
633999,5028.58
285484,5028.84
342738,5028.84
907743,5029.64
484733,5029.67
981848,5032.39
399575,5033.39
852310,5033.69
885007,5035.04
692097,5039.44
532813,5040.78
425445,5041.45
410460,5048.05
508854,5049.12
141233,5050.83
277769,5054.33
340479,5055.9
980651,5055.9
513708,5059.62
796508,5059.62
304770,5059.99
729762,5059.99
203258,5061.76
654890,5065.49
716393,5065.94
751612,5066.83
493427,5067.0
152016,5067.21
577151,5067.51
204042,5067.64
254683,5067.64
824259,5069.07
259634,5070.35
730742,5070.35
287593,5071.65
481450,5073.28
503598,5073.28
825593,5073.28
591608,5074.25
800923,5075.66
127128,5077.32
518249,5079.67
682308,5079.83
974114,5079.84
179719,5085.02
780944,5085.84
369458,5087.02
202585,5088.69
924719,5090.45
345608,5090.78
662268,5090.78
526747,5093.38
395121,5094.52
331698,5096.67
336539,5096.67
351513,5096.67
586542,5096.67
792383,5096.67
274264,5096.7
460711,5098.85
117408,5099.51
498644,5103.3
231273,5103.36
329587,5106.11
206992,5107.16
421855,5107.16
469684,5107.16
763520,5107.16
823112,5107.16
768012,5108.04
399418,5109.5
734035,5110.76
468542,5111.3
894340,5111.36
192096,5112.31
787172,5113.87
400702,5116.73
416124,5119.41
456752,5119.9
466147,5120.62
226176,5121.56
837646,5121.56
559279,5121.84
733693,5121.84
602900,5122.72
543978,5123.17
287212,5123.48
660436,5123.77
472726,5124.22
887705,5124.22
220358,5126.04
590301,5126.04
420464,5126.54
640244,5126.54
384920,5126.84
573332,5126.84
458320,5129.61
101663,5129.74
873458,5130.82
502745,5131.36
866815,5132.68
439296,5133.64
521311,5137.85
683909,5139.56
856229,5139.56
235629,5140.39
173212,5141.98
476875,5143.88
330464,5146.9
743768,5146.9
595325,5149.3
881198,5149.3
415090,5150.42
748286,5153.92
949175,5153.92
437810,5154.05
297869,5154.76
182587,5156.07
818391,5157.05
272812,5158.58
273357,5158.65
302908,5159.37
217616,5160.25
905497,5161.79
166577,5162.12
820187,5162.37
315851,5163.84
469977,5168.15
784570,5169.5
465931,5170.36
482256,5170.98
733746,5171.27
526064,5174.08
655453,5174.08
130326,5175.29
845275,5175.29
527944,5176.58
757634,5178.7
135808,5179.55
418281,5181.62
487536,5181.62
508115,5181.62
834522,5181.62
842379,5182.46
508443,5182.94
613925,5182.94
653304,5184.95
821325,5186.36
400478,5187.65
436081,5189.29
812282,5191.45
431277,5192.36
631821,5200.23
282930,5201.71
577405,5205.91
753149,5206.76
222960,5207.99
232426,5208.35
397248,5210.35
785185,5213.37
879600,5214.97
418990,5216.91
205465,5217.51
382045,5217.51
738141,5217.51
751820,5217.51
956191,5217.51
359188,5218.34
342958,5218.97
776830,5218.97
842236,5219.89
444686,5220.28
627107,5220.28
950980,5220.69
728748,5221.14
746677,5221.14
630396,5223.43
833765,5225.03
462077,5227.1
728586,5227.1
246775,5227.23
471440,5227.57
784945,5228.92
438120,5229.45
650290,5229.68
755538,5229.68
430712,5233.95
724818,5233.99
660030,5234.78
102982,5235.57
630880,5235.57
803796,5239.89
917972,5241.14
906623,5243.45
161373,5243.83
241038,5244.55
541898,5246.06
235391,5246.28
272250,5246.28
293266,5246.28
391357,5246.28
328173,5247.85
559005,5247.85
165056,5251.97
847359,5251.97
596390,5251.98
913981,5251.98
727175,5253.49
437197,5254.73
879462,5254.73
483747,5255.58
993054,5255.58
598258,5256.92
941361,5257.24
280603,5258.25
445370,5259.44
750710,5259.71
746171,5260.62
947641,5261.04
971370,5261.04
276746,5261.12
819765,5261.12
672170,5261.42
990268,5263.92
989256,5264.36
384905,5264.64
203864,5266.42
221014,5266.42
349342,5271.98
963410,5272.01
163445,5272.32
901231,5272.32
149981,5272.52
727053,5272.7
132319,5274.43
629642,5275.63
378181,5278.2
188668,5278.53
628169,5278.65
290362,5279.12
395189,5279.48
786525,5279.48
598398,5281.83
113316,5282.54
426351,5283.36
423201,5284.04
401036,5285.08
896792,5285.08
831948,5285.12
794202,5285.31
447962,5285.92
871094,5285.92
628258,5288.24
782654,5290.13
736813,5291.4
485330,5292.2
428249,5292.63
483768,5294.23
837237,5295.63
170903,5295.74
624929,5295.74
323821,5297.63
349539,5297.67
508821,5300.69
172755,5303.76
742612,5303.76
675535,5304.54
797120,5306.16
118632,5308.25
711567,5308.29
752704,5309.44
343001,5310.86
618100,5310.86
335554,5313.29
569603,5313.29
672679,5313.44
183020,5313.47
749566,5317.81
358900,5318.9
765323,5318.9
766355,5318.9
827147,5318.9
855026,5318.9
817136,5319.31
711577,5319.84
250696,5325.39
436247,5325.72
763113,5325.72
817191,5325.72
861877,5326.68
493358,5328.32
853894,5329.13
729094,5330.59
256945,5331.82
646038,5332.46
981160,5332.46
276494,5333.04
644938,5334.78
938981,5337.35
749459,5339.49
275694,5340.54
216500,5341.44
360435,5343.12
393604,5345.68
608241,5350.0
638754,5350.21
195368,5352.19
877945,5352.22
577535,5353.93
572263,5354.61
750739,5356.14
392774,5357.19
458202,5357.19
506190,5357.76
906564,5357.76
841219,5363.41
196779,5363.53
596586,5365.54
309230,5365.93
831253,5365.93
759132,5366.78
258141,5367.09
787525,5372.91
612650,5375.66
956861,5375.82
343978,5375.84
328576,5376.89
637655,5377.01
529106,5380.9
584285,5380.9
344749,5382.75
495632,5382.75
252147,5384.02
503494,5384.43
695250,5384.43
535525,5384.53
480732,5384.67
989666,5384.73
883574,5386.51
623144,5391.78
386082,5391.97
748717,5394.0
314941,5394.91
804710,5395.35
706185,5395.43
380031,5396.31
937163,5398.1
280545,5399.58
223354,5405.52
591579,5406.88
609184,5408.89
661274,5408.91
607548,5409.96
901857,5411.95
511642,5412.7
670371,5414.32
272123,5414.62
957061,5414.9
772532,5416.41
372290,5418.73
451839,5418.73
334273,5420.34
263763,5420.36
324801,5420.36
543478,5421.02
553558,5421.05
797391,5421.05
576690,5421.52
572062,5421.54
556755,5423.14
922665,5424.26
308629,5426.14
276990,5426.86
912293,5426.86
994676,5427.48
527640,5432.86
564141,5435.77
908123,5437.91
222453,5438.7
580356,5439.34
771713,5441.42
118418,5442.74
392989,5443.76
430817,5447.2
910157,5447.2
405739,5447.81
831180,5447.81
144633,5447.84
918564,5448.56
347515,5451.8
444931,5452.63
347955,5453.71
458074,5453.71
734307,5454.59
991568,5454.59
174439,5454.89
719192,5459.22
757127,5459.22
503096,5461.55
915638,5461.97
792514,5465.6
352582,5469.54
107519,5470.06
186729,5470.06
197855,5470.06
202864,5470.06
845273,5470.06
930900,5470.06
165022,5475.34
447544,5476.53
343994,5479.56
330316,5479.85
662723,5480.07
685408,5480.7
773598,5484.59
374266,5488.93
912757,5489.21
175249,5494.87
306068,5494.87
233084,5498.94
298999,5498.94
372737,5498.94
484495,5498.94
595978,5498.94
836603,5498.94
227906,5500.01
701954,5500.58
846277,5500.58
968034,5502.73
549238,5503.92
209172,5504.14
346633,5504.14
983872,5504.14
143730,5505.69
105688,5507.06
235063,5509.38
325082,5509.38
393975,5509.9
636745,5509.9
587284,5510.56
282542,5510.97
153968,5511.03
244676,5512.34
749328,5514.34
621750,5515.25
524234,5520.15
344121,5520.48
451240,5522.52
171027,5525.47
370744,5526.44
182130,5527.99
154194,5528.08
231047,5528.21
391313,5528.21
422358,5528.21
612233,5528.21
324295,5531.63
957276,5531.63
392430,5532.46
343425,5532.75
152423,5532.86
962472,5534.58
588516,5536.39
793549,5539.35
171137,5548.03
189666,5548.03
258408,5548.03
441509,5550.15
386446,5551.59
955567,5553.19
218362,5553.3
137251,5553.36
902634,5553.52
304600,5553.8
103352,5555.49
237770,5555.83
359091,5555.83
645986,5555.83
845947,5555.83
851871,5555.83
937976,5558.3
905907,5560.28
128475,5561.29
958026,5561.29
431201,5562.46
665373,5564.74
240299,5564.96
802316,5565.89
640833,5568.89
317094,5568.95
917725,5568.95
953307,5568.95
670289,5569.46
707276,5569.46
451819,5570.18
761966,5570.22
968370,5570.22
472314,5573.11
767385,5574.62
576498,5575.2
799992,5575.75
225482,5577.54
249381,5578.52
319766,5578.52
635531,5580.92
345657,5581.76
354150,5583.07
325830,5584.96
601131,5584.96
306965,5586.89
895972,5586.97
195848,5592.16
111912,5592.46
686838,5593.43
178331,5595.39
198167,5595.39
202859,5595.39
319901,5595.39
450802,5595.39
714123,5595.39
715514,5595.76
536082,5595.97
302669,5597.12
476080,5597.12
898423,5597.12
391402,5598.01
902040,5598.01
688058,5598.27
844582,5599.38
951353,5600.5
934912,5601.68
177345,5604.33
991356,5604.33
981920,5608.32
282896,5610.96
169661,5611.93
113919,5614.59
738005,5616.85
638528,5619.07
866604,5619.69
546665,5619.97
701622,5619.97
943236,5620.59
423711,5623.61
836405,5623.61
690554,5623.76
943668,5623.76
197138,5625.31
752462,5625.31
172593,5626.53
403185,5626.53
585780,5635.25
112522,5636.74
281777,5638.26
701732,5639.4
349046,5639.94
646502,5639.94
678786,5639.94
952859,5639.94
159344,5640.02
351461,5640.73
614787,5641.36
710003,5644.47
499932,5645.4
451446,5645.51
626149,5651.4
911655,5652.72
408091,5657.03
486359,5657.69
666597,5658.53
372961,5659.24
373898,5666.87
370405,5669.97
697680,5670.44
818484,5671.09
285909,5671.93
997322,5673.84
457536,5674.38
805890,5675.92
679437,5677.31
842980,5677.47
303682,5678.05
849178,5678.05
873554,5678.05
427329,5681.31
224676,5682.52
505680,5682.52
510513,5686.92
231530,5689.64
178160,5697.18
423096,5700.76
593885,5700.76
616835,5704.68
699194,5704.98
857946,5706.96
848973,5709.23
997359,5714.17
550839,5717.74
279408,5719.09
126262,5720.77
946932,5720.9
691332,5723.54
422750,5727.33
633734,5728.58
665763,5729.86
745792,5732.69
951616,5733.21
161728,5734.6
286883,5734.6
693138,5737.5
824414,5738.28
773648,5741.7
950252,5744.23
484625,5746.06
798375,5746.06
489443,5746.33
276673,5754.75
733226,5754.75
855153,5755.18
162472,5755.54
723186,5757.44
835693,5757.44
910093,5757.44
947367,5757.44
762715,5757.49
351966,5761.11
501209,5761.32
390651,5764.65
361237,5768.09
528693,5768.09
745600,5768.83
613709,5770.68
922703,5775.52
156959,5780.18
690971,5780.18
837704,5780.18
981508,5786.49
607847,5790.57
771056,5791.01
881741,5791.61
741313,5794.57
717232,5794.68
234973,5800.77
254853,5801.13
917423,5801.83
630290,5802.84
171902,5807.66
415441,5807.99
672893,5810.63
226191,5811.92
797432,5811.92
171908,5813.24
478792,5815.26
675385,5815.26
434620,5817.83
833436,5821.68
915927,5821.68
173666,5824.22
693659,5824.77
607266,5824.82
415292,5827.41
668624,5827.41
243294,5827.48
471170,5830.56
531514,5830.56
667692,5837.53
490824,5838.13
238607,5838.9
448896,5838.9
657865,5838.9
100428,5845.43
272686,5846.11
761444,5846.42
598369,5847.42
389996,5849.49
833844,5849.49
776795,5860.48
173178,5862.8
146215,5866.07
747704,5866.07
254428,5867.13
951941,5871.61
565841,5874.82
561621,5878.2
107649,5879.18
425687,5880.26
758113,5886.22
229094,5887.18
508824,5887.18
121469,5890.53
456839,5894.91
912064,5898.73
961177,5898.73
171582,5903.61
485845,5904.85
273179,5906.94
135016,5908.16
582930,5913.31
200663,5917.47
266541,5918.07
340782,5918.33
904317,5918.33
556453,5923.12
583415,5923.12
317664,5923.52
216445,5926.73
307785,5926.73
525866,5926.73
532333,5926.73
857912,5926.73
884089,5926.73
285202,5926.96
478566,5928.75
892079,5934.74
742356,5936.01
971582,5945.62
122797,5946.67
717026,5946.67
568953,5953.21
968666,5956.55
445008,5960.58
123393,5963.82
521217,5963.82
311363,5964.35
330988,5969.55
696090,5969.55
465260,5977.79
989154,5977.79
243726,5979.72
403463,5979.72
775176,5979.72
891931,5979.72
424403,5981.38
283929,5989.77
477867,5989.77
996896,5989.77
376367,5994.23
892219,5994.26
929880,5994.42
390434,5995.41
644551,6005.03
300008,6005.21
354002,6005.21
389387,6005.21
409768,6005.21
515969,6005.21
595027,6005.21
642102,6005.21
109023,6005.85
199494,6005.85
271987,6005.85
351753,6005.85
408347,6005.85
735770,6006.21
369141,6006.44
690563,6013.04
229636,6019.93
304726,6019.96
187041,6021.84
510644,6021.84
488268,6031.52
452439,6032.74
441964,6033.22
381308,6039.02
718409,6039.02
979168,6042.62
395887,6045.63
348448,6047.03
577232,6047.03
736004,6047.03
878568,6047.03
608116,6048.57
825569,6051.64
705496,6052.0
772395,6052.0
153987,6057.07
444904,6057.07
759223,6057.07
793178,6057.07
114493,6063.2
896592,6071.91
873415,6089.52
804259,6091.9
906346,6091.9
212230,6102.31
391761,6102.95
760645,6102.95
485280,6104.72
818454,6104.72
591476,6105.8
593868,6106.47
136230,6106.94
749441,6106.94
392582,6112.76
458773,6112.76
713981,6117.03
567865,6120.19
292049,6126.57
606811,6131.66
444202,6134.39
353486,6140.24
952393,6140.24
729677,6153.39
450888,6158.85
238063,6159.01
853826,6161.0
864967,6161.0
312863,6162.37
582244,6165.86
412944,6167.85
899760,6172.39
330694,6172.91
846732,6172.91
505522,6177.11
766091,6177.11
642020,6182.62
988927,6185.34
417564,6185.97
708337,6185.97
703711,6186.5
136473,6188.38
669373,6189.12
836443,6189.44
485557,6190.32
504589,6191.4
840326,6198.79
514369,6199.96
756592,6199.96
455991,6225.02
625621,6225.02
603079,6232.69
388448,6236.02
832663,6236.02
454440,6238.05
902515,6238.05
876569,6239.26
839967,6242.6
151571,6243.09
570784,6245.44
170027,6245.58
464771,6259.48
292164,6262.66
738432,6262.66
101902,6265.34
463606,6265.34
472521,6265.34
872158,6265.34
352424,6273.17
100816,6273.91
986461,6273.91
183754,6274.56
931537,6275.16
215314,6277.01
221287,6277.84
797845,6277.84
391106,6278.76
519766,6278.76
442956,6285.02
713132,6285.48
241967,6288.16
419648,6289.01
557469,6289.01
253601,6289.95
941170,6289.95
333680,6291.66
545917,6291.66
444060,6292.74
572647,6300.44
311684,6307.5
357173,6307.5
489501,6314.49
759603,6325.03
418958,6328.18
746502,6328.18
719213,6333.03
774275,6334.47
158401,6355.68
687951,6355.68
472879,6358.25
382243,6361.85
178335,6364.9
967300,6364.9
263766,6366.23
702915,6366.23
979449,6366.23
993170,6366.23
142371,6369.26
887464,6369.26
892517,6369.26
428130,6376.75
583165,6382.05
605343,6382.05
204994,6382.58
260838,6382.58
486860,6393.87
565811,6395.35
801953,6395.35
241391,6409.63
331706,6410.97
287979,6411.12
566696,6412.37
954329,6414.08
168887,6418.25
894799,6431.74
401055,6438.97
498694,6439.78
113558,6444.08
781187,6451.26
452417,6457.56
741470,6459.64
323311,6462.22
519300,6464.42
522618,6464.42
583227,6465.22
222280,6466.3
927937,6466.3
790450,6470.54
650420,6473.33
543599,6474.83
482673,6478.8
708210,6480.68
169129,6481.38
300678,6481.53
700918,6503.22
307256,6503.4
378857,6503.4
448136,6503.4
791978,6503.4
474272,6508.76
274817,6511.1
368675,6512.98
261767,6513.61
584463,6516.21
159800,6521.37
160773,6521.37
496014,6521.37
515315,6521.37
623222,6521.37
270266,6535.56
775407,6537.05
796627,6537.05
777561,6552.4
731540,6554.22
