Loyalty#,Winter_Flights_Ratio,Spring_Flights_Ratio,Summer_Flights_Ratio,Autumn_Flights_Ratio,Flights_Variance,Total_Flights_With_Companions
742002,0.22058823529411764,0.4117647058823529,0.10294117647058823,0.2647058823529412,0.4268238575141028,0.25
536567,0.2440944881889764,0.16141732283464566,0.33858267716535434,0.2559055118110236,0.6513912657666223,0.35
704835,0.22950819672131148,0.2459016393442623,0.31693989071038253,0.20765027322404372,0.4887335995436393,0.37142857142857144
733338,1.0,0.0,0.0,0.0,0.09753121632756545,0.049999999999999996
758635,0.45161290322580644,0.0,0.12903225806451613,0.41935483870967744,0.20211383659757876,0.049999999999999996
823048,0.0,0.0,0.6545454545454545,0.34545454545454546,0.349670406287634,0.05714285714285714
612905,0.23076923076923078,0.25274725274725274,0.14285714285714285,0.37362637362637363,0.4574380427204157,0.4857142857142857
679908,0.29473684210526313,0.26842105263157895,0.2,0.23684210526315788,0.4677695379349686,0.2571428571428571
704150,0.2596685082872928,0.24861878453038674,0.27071823204419887,0.22099447513812154,0.47174684667554034,0.35714285714285715
869743,0.15463917525773196,0.36082474226804123,0.4845360824742268,0.0,0.43561830512771754,0.12142857142857143
596179,0.2096069868995633,0.3799126637554585,0.14847161572052403,0.26200873362445415,0.5500887367687141,0.3
370450,0.32673267326732675,0.19306930693069307,0.22277227722772278,0.25742574257425743,0.5525131520567913,0.5285714285714286
501030,0.14925373134328357,0.23880597014925373,0.2835820895522388,0.3283582089552239,0.3463903150155289,0.17857142857142858
878633,0.1902654867256637,0.33185840707964603,0.3274336283185841,0.1504424778761062,0.6350383469607657,0.37142857142857144
285938,0.3193717277486911,0.1518324607329843,0.27225130890052357,0.25654450261780104,0.5109177917221273,0.5142857142857142
588237,0.04597701149425287,0.3103448275862069,0.26436781609195403,0.3793103448275862,0.500285225328009,0.22142857142857142
645280,0.15668202764976957,0.14285714285714285,0.4470046082949309,0.2534562211981567,0.621204918552323,0.3214285714285714
864324,0.2403846153846154,0.12980769230769232,0.4423076923076923,0.1875,0.5671547188945933,0.3857142857142857
124678,0.07488986784140969,0.31718061674008813,0.4008810572687225,0.20704845814977973,0.5947115868595014,0.3071428571428571
186015,0.34408602150537637,0.06989247311827956,0.2956989247311828,0.2903225806451613,0.7022247575584711,0.36428571428571427
461108,0.3333333333333333,0.0,0.0,0.6666666666666666,0.010838562464346831,0.0
589580,0.30612244897959184,0.2693877551020408,0.34285714285714286,0.08163265306122448,0.6660803701590926,0.3357142857142857
623688,0.19915254237288135,0.3305084745762712,0.2288135593220339,0.24152542372881355,0.5206872252608973,0.4928571428571428
751616,0.14942528735632185,0.25287356321839083,0.3793103448275862,0.21839080459770116,0.28451226468910434,0.19285714285714284
256147,0.11013215859030837,0.28634361233480177,0.4801762114537445,0.12334801762114538,0.6558122583507637,0.5857142857142857
329382,0.0,0.0,0.0,0.0,0.0,0.0
140392,0.07317073170731707,0.25609756097560976,0.29878048780487804,0.3719512195121951,0.4203587500792292,0.42142857142857143
541008,0.28846153846153844,0.07692307692307693,0.40384615384615385,0.23076923076923078,0.3096913228116879,0.17142857142857143
230908,0.23109243697478993,0.23949579831932774,0.27310924369747897,0.25630252100840334,0.6897267022766167,0.15
972581,0.1506849315068493,0.2602739726027397,0.3767123287671233,0.21232876712328766,0.3809976548139696,0.2785714285714286
357549,0.0,0.0,0.0,0.0,0.0,0.0
157729,0.27586206896551724,0.3793103448275862,0.25862068965517243,0.08620689655172414,0.3916460670596437,0.09285714285714286
910875,0.3684210526315789,0.3383458646616541,0.24060150375939848,0.05263157894736842,0.4436046143119732,0.17857142857142858
501704,0.20512820512820512,0.40384615384615385,0.12179487179487179,0.2692307692307692,0.5688643761191662,0.2785714285714286
529098,0.31958762886597936,0.08247422680412371,0.29896907216494845,0.29896907216494845,0.40823667363884136,0.20714285714285713
265297,0.2631578947368421,0.0,0.3684210526315789,0.3684210526315789,0.23039868162515054,0.02142857142857143
567875,0.22727272727272727,0.16666666666666666,0.4696969696969697,0.13636363636363635,0.20821448944666288,0.12142857142857143
688524,0.5952380952380952,0.11904761904761904,0.12698412698412698,0.15873015873015872,0.36679977181973755,0.25
269070,0.2336448598130841,0.2897196261682243,0.24766355140186916,0.22897196261682243,0.3661659377574951,0.42142857142857143
387705,0.16666666666666666,0.19607843137254902,0.21568627450980393,0.4215686274509804,0.49501694574007576,0.3142857142857143
923293,0.2767857142857143,0.13839285714285715,0.41964285714285715,0.16517857142857142,0.5546048044621916,0.41428571428571426
283314,0.0,0.0,0.0,0.0,0.0,0.0
322102,0.0,0.0,0.0,0.0,0.0,0.0
789157,0.0,0.0,0.0,1.0,0.0399315459212778,0.0
654748,0.3037974683544304,0.0,0.11392405063291139,0.5822784810126582,0.3169645686759206,0.11428571428571428
984713,0.0,0.0,0.0,1.0,0.08371363377067881,0.06428571428571428
114835,0.25984251968503935,0.1732283464566929,0.11811023622047244,0.44881889763779526,0.4215471889459339,0.20714285714285713
328936,0.13656387665198239,0.18061674008810572,0.40969162995594716,0.27312775330396477,0.6090353045572668,0.5357142857142857
845864,0.1319796954314721,0.467005076142132,0.350253807106599,0.050761421319796954,0.6307842018724205,0.35714285714285715
645265,0.32894736842105265,0.11842105263157894,0.25,0.3026315789473684,0.30998959766450795,0.25
223587,0.3359375,0.0859375,0.203125,0.375,0.41693604614311974,0.16428571428571428
158560,0.2987012987012987,0.35064935064935066,0.12987012987012986,0.22077922077922077,0.4319579134182672,0.34285714285714286
417584,0.1638418079096045,0.1864406779661017,0.3615819209039548,0.288135593220339,0.6153736451796918,0.22142857142857142
566033,0.0,0.0,0.0,0.0,0.0,0.0
957912,0.15873015873015872,0.291005291005291,0.31216931216931215,0.23809523809523808,0.5811466058185967,0.35
425854,0.21025641025641026,0.2564102564102564,0.3641025641025641,0.16923076923076924,0.6222190530519108,0.2642857142857143
174896,0.0,0.0,0.0,0.0,0.0,0.0
695855,0.13725490196078433,0.38562091503267976,0.2549019607843137,0.2222222222222222,0.47276098117512827,0.15714285714285714
699511,0.17105263157894737,0.23026315789473684,0.27631578947368424,0.3223684210526316,0.5694365215186664,0.3
377322,0.09448818897637795,0.2637795275590551,0.43700787401574803,0.2047244094488189,0.5875007922925779,0.6642857142857143
511053,0.3669064748201439,0.2805755395683453,0.22302158273381295,0.12949640287769784,0.3755308360271282,0.08571428571428572
890753,0.3695652173913043,0.15217391304347827,0.2826086956521739,0.1956521739130435,0.45914939468847044,0.09285714285714286
796670,0.2553191489361702,0.26382978723404255,0.32340425531914896,0.1574468085106383,0.5527508398301324,0.5214285714285715
556136,0.14893617021276595,0.19680851063829788,0.48936170212765956,0.16489361702127658,0.6219179818723458,0.35714285714285715
513081,0.3284671532846715,0.16058394160583941,0.22627737226277372,0.2846715328467153,0.27703302275464287,0.4357142857142857
930718,0.1735159817351598,0.2465753424657534,0.3744292237442922,0.2054794520547945,0.5798437717668616,0.2357142857142857
235872,0.2639593908629442,0.2182741116751269,0.3604060913705584,0.15736040609137056,0.7353108956075298,0.2714285714285714
881142,0.38095238095238093,0.6190476190476191,0.0,0.0,0.1727039361095265,0.15
295147,0.0472972972972973,0.02027027027027027,0.5405405405405406,0.3918918918918919,0.49489763579894785,0.47857142857142854
306110,0.5289256198347108,0.19834710743801653,0.23140495867768596,0.04132231404958678,0.5406529982215363,0.21428571428571427
295217,0.3333333333333333,0.2727272727272727,0.2803030303030303,0.11363636363636363,0.4038790644609242,0.2785714285714286
711363,0.0,0.07317073170731707,0.3170731707317073,0.6097560975609756,0.15875958674019144,0.05714285714285714
591731,0.1894273127753304,0.3303964757709251,0.2775330396475771,0.2026431718061674,0.31696456867592054,0.4857142857142857
326905,0.056818181818181816,0.3352272727272727,0.4431818181818182,0.16477272727272727,0.573619826329467,0.21428571428571427
375511,0.13168724279835392,0.18106995884773663,0.3374485596707819,0.3497942386831276,0.6883913291500285,0.37857142857142856
485283,0.07246376811594203,0.18840579710144928,0.15942028985507245,0.5797101449275363,0.29820308043354254,0.16428571428571428
760158,0.1016949152542373,0.2711864406779661,0.3389830508474576,0.288135593220339,0.25915890219940413,0.03571428571428571
797685,0.3253968253968254,0.023809523809523808,0.24603174603174602,0.40476190476190477,0.5112803820900863,0.22142857142857142
216467,0.25806451612903225,0.11612903225806452,0.4645161290322581,0.16129032258064516,0.4664226405527032,0.12857142857142856
958839,0.06451612903225806,0.0,0.0,0.9354838709677419,0.15875958674019142,0.05714285714285714
539673,0.4827586206896552,0.19310344827586207,0.07586206896551724,0.2482758620689655,0.4591969322431387,0.08571428571428572
746226,1.0,0.0,0.0,0.0,0.10603444288555527,0.049999999999999996
484718,0.14367816091954022,0.2413793103448276,0.3333333333333333,0.28160919540229884,0.3610952652595551,0.22857142857142856
528492,0.4010152284263959,0.20812182741116753,0.05583756345177665,0.3350253807106599,0.47060594536350386,0.35714285714285715
995091,0.19298245614035087,0.24561403508771928,0.05263157894736842,0.5087719298245614,0.2263262977752424,0.09285714285714286
632793,0.23270440251572327,0.1509433962264151,0.37735849056603776,0.2389937106918239,0.38719338277239024,0.35
912220,0.0,0.0,0.0,0.0,0.0,0.0
382197,0.2127659574468085,0.5957446808510638,0.0,0.19148936170212766,0.20857894403245225,0.08571428571428572
705196,0.11567164179104478,0.2462686567164179,0.4664179104477612,0.17164179104477612,0.5663941180199022,0.4928571428571428
123094,0.1896551724137931,0.3620689655172414,0.4482758620689655,0.0,0.3052917687325929,0.09999999999999999
821515,0.0,0.45454545454545453,0.045454545454545456,0.5,0.08132091018571341,0.007142857142857143
119488,0.22435897435897437,0.1794871794871795,0.019230769230769232,0.5769230769230769,0.562464346833999,0.12857142857142856
287750,0.12135922330097088,0.38349514563106796,0.32524271844660196,0.16990291262135923,0.6221938861112044,0.4714285714285714
735846,0.14388489208633093,0.2805755395683453,0.35251798561151076,0.22302158273381295,0.47387671554645805,0.4857142857142857
606026,0.10975609756097561,0.17479674796747968,0.4186991869918699,0.2967479674796748,0.5721620079863091,0.2642857142857143
460291,0.39800995024875624,0.19900497512437812,0.19900497512437812,0.20398009950248755,0.5241015402167712,0.34285714285714286
743001,0.20909090909090908,0.07272727272727272,0.45454545454545453,0.2636363636363636,0.5286735344451529,0.07857142857142857
869799,0.16101694915254236,0.2627118644067797,0.2711864406779661,0.3050847457627119,0.46390315015528927,0.20714285714285713
520321,0.0,0.0,0.0,0.0,0.0,0.0
170585,0.14857142857142858,0.2742857142857143,0.4342857142857143,0.14285714285714285,0.4759301514863408,0.45714285714285713
188340,0.2764976958525346,0.07373271889400922,0.3087557603686636,0.34101382488479265,0.8171873427066209,0.2857142857142857
670817,0.16279069767441862,0.27906976744186046,0.3023255813953488,0.2558139534883721,0.5059738860366357,0.35714285714285715
509513,0.291866028708134,0.0861244019138756,0.2631578947368421,0.3588516746411483,0.5290762054964598,0.3
779247,0.212,0.1,0.5,0.188,0.8521898966850477,0.32857142857142857
111255,0.24413145539906103,0.22535211267605634,0.3145539906103286,0.215962441314554,0.5366514546491729,0.32857142857142857
763061,0.1111111111111111,0.36363636363636365,0.494949494949495,0.030303030303030304,0.4145750142612664,0.08571428571428572
509108,0.0,0.22580645161290322,0.7741935483870968,0.0,0.2500316917031121,0.12857142857142856
428919,0.38064516129032255,0.3032258064516129,0.16774193548387098,0.14838709677419354,0.4595483373041173,0.2714285714285714
139863,0.18,0.08666666666666667,0.4,0.3333333333333333,0.4934398174557899,0.3357142857142857
695755,0.0,0.0,0.0,0.0,0.0,0.0
355331,0.22672064777327935,0.3076923076923077,0.23481781376518218,0.23076923076923078,0.45914566625281017,0.5928571428571429
578837,0.22535211267605634,0.28169014084507044,0.3028169014084507,0.19014084507042253,0.2999936616593776,0.3071428571428571
603248,0.0,0.0,0.0,0.0,0.0,0.0
467182,0.14418604651162792,0.37209302325581395,0.3627906976744186,0.12093023255813953,0.672545477593966,0.34285714285714286
601407,0.17532467532467533,0.36363636363636365,0.35714285714285715,0.1038961038961039,0.7228877479875769,0.1357142857142857
700871,0.345,0.075,0.21,0.37,0.5321670786588072,0.29285714285714287
203809,0.0,0.0,0.0,0.0,0.0,0.0
705589,0.2320675105485232,0.26582278481012656,0.2869198312236287,0.21518987341772153,0.4579292641186539,0.5214285714285715
354438,0.0,0.0,0.0,1.0,0.20857631374940047,0.09999999999999999
746060,0.0593607305936073,0.1415525114155251,0.4794520547945205,0.319634703196347,0.49101540216771256,0.4357142857142857
469718,0.08994708994708994,0.21164021164021163,0.5079365079365079,0.19047619047619047,0.6575869937250429,0.19999999999999998
164429,0.16346153846153846,0.30288461538461536,0.2548076923076923,0.27884615384615385,0.6082271661279075,0.4928571428571428
708373,0.07692307692307693,0.1794871794871795,0.4512820512820513,0.2923076923076923,0.617655447803765,0.29285714285714287
225088,0.3125,0.1875,0.3472222222222222,0.1527777777777778,0.5423307942686489,0.18571428571428572
100214,0.3888888888888889,0.027777777777777776,0.14814814814814814,0.4351851851851852,0.3228750713063321,0.12142857142857143
459999,0.009433962264150943,0.20754716981132076,0.25471698113207547,0.5283018867924528,0.4699879571528174,0.16428571428571428
553936,0.0,0.0,0.0,0.0,0.0,0.0
268128,0.22439024390243903,0.3170731707317073,0.32195121951219513,0.13658536585365855,0.6364169360461432,0.34285714285714286
930584,0.27461139896373055,0.22797927461139897,0.3316062176165803,0.16580310880829016,0.5238480065918744,0.4714285714285714
327796,0.04040404040404041,0.06060606060606061,0.43434343434343436,0.46464646464646464,0.34820979161773086,0.19285714285714284
947467,0.3114754098360656,0.31693989071038253,0.07650273224043716,0.29508196721311475,0.5161152310325158,0.25
743510,0.13432835820895522,0.2537313432835821,0.3283582089552239,0.2835820895522388,0.4810166698358371,0.19285714285714284
580324,0.2072072072072072,0.2882882882882883,0.23423423423423423,0.2702702702702703,0.2930103016677293,0.3357142857142857
845613,0.9166666666666666,0.0,0.0,0.08333333333333333,0.06731317741015401,0.02857142857142857
936088,0.23204419889502761,0.18232044198895028,0.2541436464088398,0.3314917127071823,0.45391094258581943,0.3071428571428571
423324,0.5142857142857142,0.2,0.02857142857142857,0.2571428571428571,0.14202636749698927,0.02857142857142857
101945,0.15104166666666666,0.2708333333333333,0.3385416666666667,0.23958333333333334,0.49515116942384485,0.15
713636,0.18235294117647058,0.2823529411764706,0.23529411764705882,0.3,0.36350383469607656,0.22142857142857142
302509,0.2845528455284553,0.016260162601626018,0.2845528455284553,0.4146341463414634,0.46705647461494604,0.3857142857142857
789421,0.25170068027210885,0.24489795918367346,0.3469387755102041,0.1564625850340136,0.4510838562464346,0.17857142857142858
914255,0.0,0.0,0.0,0.0,0.0,0.0
242377,0.0,0.0,0.0,0.0,0.0,0.0
404426,0.31932773109243695,0.09243697478991597,0.31092436974789917,0.2773109243697479,0.304414654243519,0.2714285714285714
260106,0.14705882352941177,0.8529411764705882,0.0,0.0,0.21442606325663946,0.12142857142857143
154643,0.2604166666666667,0.14583333333333334,0.421875,0.171875,0.5464917284654879,0.45
438023,0.11864406779661017,0.5,0.06779661016949153,0.3135593220338983,0.38974456487291614,0.19285714285714284
397518,0.19642857142857142,0.23214285714285715,0.5178571428571429,0.05357142857142857,0.27660518476262924,0.18571428571428572
645742,0.0,0.0,0.0,0.0,0.0,0.0
872932,0.22162162162162163,0.2,0.16216216216216217,0.41621621621621624,0.4759301514863408,0.3357142857142857
407945,0.13991769547325103,0.25102880658436216,0.4567901234567901,0.1522633744855967,0.5571876782658299,0.29285714285714287
211714,0.2952755905511811,0.2637795275590551,0.2992125984251969,0.14173228346456693,0.41750649679913815,0.5428571428571428
410982,0.14285714285714285,0.2315270935960591,0.2955665024630542,0.33004926108374383,0.6327975571289555,0.35
905213,0.2537313432835821,0.2537313432835821,0.40298507462686567,0.08955223880597014,0.5502164356900774,0.29285714285714287
147898,0.2222222222222222,0.23809523809523808,0.3544973544973545,0.18518518518518517,0.5936965202509983,0.2714285714285714
530105,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0,0.3541864739811117,0.11428571428571428
610946,0.32642487046632124,0.22797927461139897,0.24870466321243523,0.19689119170984457,0.3292842522063017,0.45714285714285713
383108,0.11173184357541899,0.16759776536312848,0.4134078212290503,0.30726256983240224,0.5550326424542056,0.35714285714285715
836343,0.1676300578034682,0.057803468208092484,0.47398843930635837,0.30057803468208094,0.7938613171071813,0.2857142857142857
398535,0.48484848484848486,0.0,0.36363636363636365,0.15151515151515152,0.225185396463206,0.12142857142857143
585357,0.2648221343873518,0.2924901185770751,0.22924901185770752,0.2134387351778656,0.3576567154718893,0.2714285714285714
784804,0.1565217391304348,0.3565217391304348,0.1565217391304348,0.33043478260869563,0.35119160803701593,0.11428571428571428
719633,0.0,0.0,0.0,0.0,0.0,0.0
715764,0.31297709923664124,0.22900763358778625,0.31297709923664124,0.1450381679389313,0.3584173163465805,0.3357142857142857
753473,0.27310924369747897,0.1638655462184874,0.4579831932773109,0.10504201680672269,0.8263294669455536,0.12857142857142856
980856,0.17801047120418848,0.17801047120418848,0.4816753926701571,0.16230366492146597,0.5535720277843026,0.25
271660,0.14516129032258066,0.31451612903225806,0.41935483870967744,0.12096774193548387,0.38613171071813407,0.25
377471,0.2205128205128205,0.26666666666666666,0.2,0.3128205128205128,0.3974614945807188,0.37142857142857144
830547,0.48484848484848486,0.0,0.3333333333333333,0.18181818181818182,0.21833998859098694,0.09285714285714286
264936,0.26595744680851063,0.25,0.2127659574468085,0.2712765957446808,0.6276224884325283,0.17857142857142858
436498,0.0,0.0,0.0,0.0,0.0,0.0
976513,0.3879781420765027,0.1912568306010929,0.31693989071038253,0.10382513661202186,0.549379062935655,0.2642857142857143
828776,0.1597222222222222,0.14583333333333334,0.5208333333333334,0.1736111111111111,0.5145464917284657,0.06428571428571428
240362,0.26666666666666666,0.17142857142857143,0.14285714285714285,0.41904761904761906,0.27364853528405086,0.22857142857142856
137845,0.29365079365079366,0.23412698412698413,0.2698412698412698,0.20238095238095238,0.4780376497432972,0.25
430569,0.25925925925925924,0.24242424242424243,0.30976430976430974,0.18855218855218855,0.7146320593268682,0.44285714285714284
317001,0.7333333333333333,0.0,0.0,0.26666666666666666,0.07458642327438673,0.03571428571428571
625870,0.248868778280543,0.2398190045248869,0.3574660633484163,0.15384615384615385,0.5329752170881663,0.3357142857142857
660554,0.47560975609756095,0.0975609756097561,0.2682926829268293,0.15853658536585366,0.3931672688090257,0.18571428571428572
917630,0.46308724832214765,0.16778523489932887,0.174496644295302,0.19463087248322147,0.49132579443642826,0.22857142857142856
670686,0.3582089552238806,0.29850746268656714,0.16417910447761194,0.1791044776119403,0.33498130189516395,0.20714285714285713
717660,0.13333333333333333,0.21666666666666667,0.5333333333333333,0.11666666666666667,0.39018824871648605,0.18571428571428572
450621,0.3274336283185841,0.19469026548672566,0.23893805309734514,0.23893805309734514,0.3184857704253026,0.22857142857142856
939562,0.1992619926199262,0.22140221402214022,0.33579335793357934,0.24354243542435425,0.7022089117069149,0.2357142857142857
135250,0.07514450867052024,0.2658959537572254,0.4046242774566474,0.2543352601156069,0.6090353045572668,0.20714285714285713
714555,0.2643171806167401,0.17180616740088106,0.3568281938325991,0.20704845814977973,0.5337358179628573,0.39999999999999997
947868,0.32978723404255317,0.13829787234042554,0.1276595744680851,0.40425531914893614,0.5979590543195792,0.15714285714285714
573661,0.2222222222222222,0.0,0.0,0.7777777777777778,0.07815173987450083,0.0
228580,0.2422360248447205,0.19875776397515527,0.2360248447204969,0.32298136645962733,0.3336977879191227,0.4857142857142857
557500,0.2560386473429952,0.1497584541062802,0.27053140096618356,0.32367149758454106,0.6039646320593268,0.37857142857142856
238233,0.16279069767441862,0.15503875968992248,0.4108527131782946,0.2713178294573643,0.3677980604677696,0.20714285714285713
979309,0.2360248447204969,0.2546583850931677,0.38509316770186336,0.12422360248447205,0.5780678500721452,0.3071428571428571
885497,0.34210526315789475,0.23684210526315788,0.39473684210526316,0.02631578947368421,0.20758065538442033,0.15
833569,0.0,0.10465116279069768,0.45348837209302323,0.4418604651162791,0.41674589592444694,0.1357142857142857
120046,0.45569620253164556,0.20253164556962025,0.02531645569620253,0.31645569620253167,0.3163316667225932,0.05714285714285714
816881,0.1111111111111111,0.2946859903381642,0.33816425120772947,0.2560386473429952,0.4510838562464346,0.3857142857142857
717700,0.1572052401746725,0.3318777292576419,0.3930131004366812,0.11790393013100436,0.7919868460789906,0.5214285714285715
962278,0.2857142857142857,0.0,0.4897959183673469,0.22448979591836735,0.2751315205679153,0.09285714285714286
245465,0.16744186046511628,0.15348837209302327,0.4697674418604651,0.20930232558139536,0.6383184382328707,0.4928571428571428
510372,0.2857142857142857,0.0,0.0,0.7142857142857143,0.015766622298282313,0.007142857142857143
709920,0.15337423312883436,0.294478527607362,0.26380368098159507,0.2883435582822086,0.5071147873486722,0.42857142857142855
156031,0.0,0.0,0.0,0.0,0.0,0.0
143784,0.19148936170212766,0.1148936170212766,0.451063829787234,0.2425531914893617,0.7683811878050326,0.3214285714285714
602176,0.04878048780487805,0.37398373983739835,0.2032520325203252,0.37398373983739835,0.3769252709640616,0.2785714285714286
870998,0.26609442060085836,0.2703862660944206,0.15450643776824036,0.3090128755364807,0.4591969322431387,0.2642857142857143
958224,0.25,0.21,0.27,0.27,0.6063256639411801,0.20714285714285713
837628,0.2546583850931677,0.21739130434782608,0.3416149068322981,0.18633540372670807,0.549328135894023,0.24285714285714285
395460,0.17333333333333334,0.27111111111111114,0.36,0.19555555555555557,0.635909868796349,0.39285714285714285
136547,0.21710526315789475,0.23684210526315788,0.5394736842105263,0.006578947368421052,0.7163518002751587,0.2714285714285714
780631,1.0,0.0,0.0,0.0,0.06710718133992521,0.06428571428571428
166712,0.3612565445026178,0.32460732984293195,0.2094240837696335,0.10471204188481675,0.43561830512771754,0.5428571428571428
217695,0.14,0.405,0.3,0.155,0.6245800849337645,0.3214285714285714
263707,0.20987654320987653,0.16049382716049382,0.38271604938271603,0.24691358024691357,0.29363947518539646,0.12142857142857143
638368,0.06593406593406594,0.14285714285714285,0.44505494505494503,0.34615384615384615,0.5840780883564684,0.37857142857142856
695529,0.1457286432160804,0.21608040201005024,0.45226130653266333,0.18592964824120603,0.7147588261393167,0.2857142857142857
871203,0.2159090909090909,0.25,0.2840909090909091,0.25,0.41237244089497377,0.15714285714285714
915571,0.1111111111111111,0.5802469135802469,0.13580246913580246,0.1728395061728395,0.3368007784973657,0.19999999999999998
642109,0.13004484304932734,0.26905829596412556,0.3991031390134529,0.20179372197309417,0.45109224522667035,0.22857142857142856
833701,0.16019417475728157,0.21844660194174756,0.36893203883495146,0.2524271844660194,0.5643024656145023,0.45714285714285713
275442,0.1813186813186813,0.14285714285714285,0.42857142857142855,0.24725274725274726,0.5327375293148253,0.2571428571428571
374345,0.18442622950819673,0.1721311475409836,0.4016393442622951,0.24180327868852458,0.5443366926538632,0.37857142857142856
384825,0.2722772277227723,0.1782178217821782,0.31683168316831684,0.23267326732673269,0.40533688280408187,0.39285714285714285
559233,0.1,0.0,0.25,0.65,0.08151106040438615,0.049999999999999996
564650,0.11413043478260869,0.266304347826087,0.33695652173913043,0.2826086956521739,0.6283830893072192,0.39999999999999997
277649,0.24867724867724866,0.2328042328042328,0.30158730158730157,0.21693121693121692,0.5710211066742726,0.5714285714285714
176885,0.0,0.0,0.0,0.0,0.0,0.0
